League,Team,Player
Primeira Liga 2016/17,FC Arouca,Sancidino Silva
Primeira Liga 2016/17,FC Arouca,Sami
Primeira Liga 2016/17,FC Arouca,Mateus
Primeira Liga 2016/17,FC Arouca,Walter González
Primeira Liga 2016/17,FC Arouca,Keirrison
Primeira Liga 2016/17,FC Arouca,Tomané
Primeira Liga 2016/17,Vitoria Setubal,Thiago
Primeira Liga 2016/17,Vitoria Setubal,Diego
Primeira Liga 2016/17,Vitoria Setubal,Bruno Varela
Primeira Liga 2016/17,Vitoria Setubal,Pedro Trigueira
Primeira Liga 2016/17,Vitoria Setubal,Lukas Raeder
Primeira Liga 2016/17,Vitoria Setubal,Frederico Venâncio
Primeira Liga 2016/17,Vitoria Setubal,Fábio Cardoso
Primeira Liga 2016/17,Vitoria Setubal,Vasco Fernandes
Primeira Liga 2016/17,Vitoria Setubal,Pedro Pinto
Primeira Liga 2016/17,Vitoria Setubal,Nuno Pinto
Primeira Liga 2016/17,Vitoria Setubal,Toni Gorupec
Primeira Liga 2016/17,Vitoria Setubal,Luís Felipe
Primeira Liga 2016/17,Vitoria Setubal,Gonçalo Duarte
Primeira Liga 2016/17,Vitoria Setubal,Mikel Agu
Primeira Liga 2016/17,Vitoria Setubal,Fábio Pacheco
Primeira Liga 2016/17,Vitoria Setubal,Costinha
Primeira Liga 2016/17,Vitoria Setubal,Nenê Bonilha
Primeira Liga 2016/17,Vitoria Setubal,André Pedrosa
Primeira Liga 2016/17,Vitoria Setubal,Nuno Santos
Primeira Liga 2016/17,Vitoria Setubal,João Amaral
Primeira Liga 2016/17,Vitoria Setubal,Zé Manuel
Primeira Liga 2016/17,Vitoria Setubal,Arnold
Primeira Liga 2016/17,Vitoria Setubal,João Carvalho
Primeira Liga 2016/17,Vitoria Setubal,Vasco Costa
Primeira Liga 2016/17,Vitoria Setubal,Edinho
Primeira Liga 2016/17,Vitoria Setubal,Meyong
Primeira Liga 2016/17,C.F. Os Belenenses,André Sousa
Primeira Liga 2016/17,C.F. Os Belenenses,Hugo Ventura
Primeira Liga 2016/17,C.F. Os Belenenses,Matt Jones
Primeira Liga 2016/17,C.F. Os Belenenses,Cristiano
Primeira Liga 2016/17,C.F. Os Belenenses,Filipe Mendes
Primeira Liga 2016/17,C.F. Os Belenenses,Domingos Duarte
Primeira Liga 2016/17,C.F. Os Belenenses,Gonçalo Silva
Primeira Liga 2016/17,C.F. Os Belenenses,Edgar Ié
Primeira Liga 2016/17,C.F. Os Belenenses,Dinis Almeida
Primeira Liga 2016/17,C.F. Os Belenenses,Florent Hanin
Primeira Liga 2016/17,C.F. Os Belenenses,Fábio Nunes
Primeira Liga 2016/17,C.F. Os Belenenses,Mica Pinto
Primeira Liga 2016/17,C.F. Os Belenenses,João Diogo
Primeira Liga 2016/17,C.F. Os Belenenses,Oriol Rosell
Primeira Liga 2016/17,C.F. Os Belenenses,Robert Ahman-Persson
Primeira Liga 2016/17,C.F. Os Belenenses,Vítor Gomes
Primeira Liga 2016/17,C.F. Os Belenenses,Hassan Yebda
Primeira Liga 2016/17,C.F. Os Belenenses,Miguel Rosa
Primeira Liga 2016/17,C.F. Os Belenenses,Diogo Viana
Primeira Liga 2016/17,C.F. Os Belenenses,Bernardo Dias
Primeira Liga 2016/17,C.F. Os Belenenses,Abel Camará
Primeira Liga 2016/17,C.F. Os Belenenses,Maurides
Primeira Liga 2016/17,C.F. Os Belenenses,Tiago Caeiro
Primeira Liga 2016/17,C.F. Os Belenenses,Juanto Ortuño
Primeira Liga 2016/17,C.F. Os Belenenses,Betinho
Primeira Liga 2016/17,Vitoria Guimaraes,Miguel Silva
Primeira Liga 2016/17,Vitoria Guimaraes,Douglas Jesus
Primeira Liga 2016/17,Vitoria Guimaraes,Georgemy
Primeira Liga 2016/17,Vitoria Guimaraes,Josué Sá
Primeira Liga 2016/17,Vitoria Guimaraes,Pedrão
Primeira Liga 2016/17,Vitoria Guimaraes,Prince Gouano
Primeira Liga 2016/17,Vitoria Guimaraes,Moreno
Primeira Liga 2016/17,Vitoria Guimaraes,Rúben
Primeira Liga 2016/17,Vitoria Guimaraes,Konan
Primeira Liga 2016/17,Vitoria Guimaraes,Bruno Gaspar
Primeira Liga 2016/17,Vitoria Guimaraes,João Aurélio
Primeira Liga 2016/17,Vitoria Guimaraes,Guillermo Celis
Primeira Liga 2016/17,Vitoria Guimaraes,Rafael Miranda
Primeira Liga 2016/17,Vitoria Guimaraes,Bongani Zungu
Primeira Liga 2016/17,Vitoria Guimaraes,Paolo Hurtado
Primeira Liga 2016/17,Vitoria Guimaraes,Bernard Mensah
Primeira Liga 2016/17,Vitoria Guimaraes,Tozé
Primeira Liga 2016/17,Vitoria Guimaraes,Raphinha
Primeira Liga 2016/17,Vitoria Guimaraes,Moussa Marega
Primeira Liga 2016/17,Vitoria Guimaraes,Hernâni
Primeira Liga 2016/17,Vitoria Guimaraes,Fábio Sturgeon
Primeira Liga 2016/17,Vitoria Guimaraes,Xande Silva
Primeira Liga 2016/17,Vitoria Guimaraes,Rafael Martins
Primeira Liga 2016/17,Vitoria Guimaraes,David Texeira
Primeira Liga 2016/17,Sporting Braga,Federico Cartabia
Primeira Liga 2016/17,Sporting Braga,Marafona
Primeira Liga 2016/17,Sporting Braga,Matheus
Primeira Liga 2016/17,Sporting Braga,Tiago Sá
Primeira Liga 2016/17,Sporting Braga,Ricardo Ferreira
Primeira Liga 2016/17,Sporting Braga,Emiliano Velázquez
Primeira Liga 2016/17,Sporting Braga,Lazar Rosic
Primeira Liga 2016/17,Sporting Braga,Artur Jorge
Primeira Liga 2016/17,Sporting Braga,Marcelo Goiano
Primeira Liga 2016/17,Sporting Braga,Djavan
Primeira Liga 2016/17,Sporting Braga,Baiano
Primeira Liga 2016/17,Sporting Braga,Paulinho
Primeira Liga 2016/17,Sporting Braga,Nikola Vukcevic
Primeira Liga 2016/17,Sporting Braga,Rafael Assis
Primeira Liga 2016/17,Sporting Braga,Mauro
Primeira Liga 2016/17,Sporting Braga,João Gamboa
Primeira Liga 2016/17,Sporting Braga,Rodrigo Battaglia
Primeira Liga 2016/17,Sporting Braga,Wilson Eduardo
Primeira Liga 2016/17,Sporting Braga,Ricardo Horta
Primeira Liga 2016/17,Sporting Braga,Pedro Santos
Primeira Liga 2016/17,Sporting Braga,Alan
Primeira Liga 2016/17,Sporting Braga,Rui Fonte
Primeira Liga 2016/17,Sporting Braga,Tomás Martínez
Primeira Liga 2016/17,Sporting Braga,Ahmed Hassan
Primeira Liga 2016/17,Sporting Braga,Nikola Stojiljkovic
Primeira Liga 2016/17,Sporting Braga,Érick Moreno
Primeira Liga 2016/17,Sporting Braga,Rodrigo Pinho
Primeira Liga 2016/17,GD Estoril Praia,Eduardo
Primeira Liga 2016/17,GD Estoril Praia,José Moreira
Primeira Liga 2016/17,GD Estoril Praia,Luís Ribeiro
Primeira Liga 2016/17,GD Estoril Praia,Thierry Graça
Primeira Liga 2016/17,GD Estoril Praia,João Afonso
Primeira Liga 2016/17,GD Estoril Praia,Gonçalo Brandão
Primeira Liga 2016/17,GD Estoril Praia,Oumar Diakhite
Primeira Liga 2016/17,GD Estoril Praia,Dankler
Primeira Liga 2016/17,GD Estoril Praia,Thiago Cardoso
Primeira Liga 2016/17,GD Estoril Praia,Joel
Primeira Liga 2016/17,GD Estoril Praia,Ailton
Primeira Liga 2016/17,GD Estoril Praia,Nuno Lopes
Primeira Liga 2016/17,GD Estoril Praia,Mano
Primeira Liga 2016/17,GD Estoril Praia,Diogo Amado
Primeira Liga 2016/17,GD Estoril Praia,Afonso Taira
Primeira Liga 2016/17,GD Estoril Praia,João Basso
Primeira Liga 2016/17,GD Estoril Praia,Dmytro Yartchuk
Primeira Liga 2016/17,GD Estoril Praia,Mattheus
Primeira Liga 2016/17,GD Estoril Praia,Carlinhos
Primeira Liga 2016/17,GD Estoril Praia,João Lima
Primeira Liga 2016/17,GD Estoril Praia,André Claro
Primeira Liga 2016/17,GD Estoril Praia,Alisson Farias
Primeira Liga 2016/17,GD Estoril Praia,Matheus Índio
Primeira Liga 2016/17,GD Estoril Praia,Licá
Primeira Liga 2016/17,GD Estoril Praia,Allano
Primeira Liga 2016/17,GD Estoril Praia,Tocantins
Primeira Liga 2016/17,GD Estoril Praia,Bruno Gomes
Primeira Liga 2016/17,GD Estoril Praia,Kléber
Primeira Liga 2016/17,GD Estoril Praia,Konstantin Bazelyuk
Primeira Liga 2016/17,Nacional Funchal,Adriano Facchini
Primeira Liga 2016/17,Nacional Funchal,Vítor São Bento
Primeira Liga 2016/17,Nacional Funchal,Ohoulo Framelin
Primeira Liga 2016/17,Nacional Funchal,César Martins
Primeira Liga 2016/17,Nacional Funchal,Tobias Figueiredo
Primeira Liga 2016/17,Nacional Funchal,Rui Correia
Primeira Liga 2016/17,Nacional Funchal,Rodrigo Alírio
Primeira Liga 2016/17,Nacional Funchal,Nuno Sequeira
Primeira Liga 2016/17,Nacional Funchal,Mauro Cerqueira
Primeira Liga 2016/17,Nacional Funchal,Víctor García
Primeira Liga 2016/17,Nacional Funchal,Nuno Campos
Primeira Liga 2016/17,Nacional Funchal,Filipe Gonçalves
Primeira Liga 2016/17,Nacional Funchal,Washington Santana
Primeira Liga 2016/17,Nacional Funchal,Jota
Primeira Liga 2016/17,Nacional Funchal,Vítor Hugo
Primeira Liga 2016/17,Nacional Funchal,Tiago Rodrigues
Primeira Liga 2016/17,Nacional Funchal,Willyan
Primeira Liga 2016/17,Nacional Funchal,Zizo
Primeira Liga 2016/17,Nacional Funchal,Vítor Gonçalves
Primeira Liga 2016/17,Nacional Funchal,Dejan Mezga
Primeira Liga 2016/17,Nacional Funchal,Zequinha
Primeira Liga 2016/17,Nacional Funchal,Ricardo Gomes
Primeira Liga 2016/17,Nacional Funchal,Witi
Primeira Liga 2016/17,Nacional Funchal,Salvador Agra
Primeira Liga 2016/17,Nacional Funchal,Fernando Aristeguieta
Primeira Liga 2016/17,Nacional Funchal,Okacha Hamzaoui
Primeira Liga 2016/17,Nacional Funchal,Jhonder Cádiz
